company_name,email,phone,website,domain,address,city,province,rating,reviews,category,google_maps_url
Larry Uteck Dentistry,info@larryuteckdentistry.ca,+1 902-444-7100,https://www.larryuteckdentistry.ca/,www.larryuteckdentistry.ca,"1201 Larry Uteck Blvd Suite 104, Bedford, NS B4B 0S9, Canada",Bedford,Nova Scotia,4.8,174,Dentist,https://www.google.com/maps/search/?api=1&query=Larry%20Uteck%20Dentistry&query_place_id=ChIJH5bxZ-aLWUsRYWCbqjQBTn8
Bridgeview Dental,,+1 902-445-9255,http://www.smilehalifax.ca/,www.smilehalifax.ca,"273 Bedford Hwy 3rd Floor, Halifax, NS B3M 2K5, Canada",Halifax,Nova Scotia,4.8,211,Dentist,https://www.google.com/maps/search/?api=1&query=Bridgeview%20Dental&query_place_id=ChIJVboInu4gWksR7WS8vOWJWIM
Penhorn Dental Centre,info@penhorndental.ca,+1 902-465-4210,http://www.penhorndental.ca/,www.penhorndental.ca,"569 Portland St, Dartmouth, NS B2Y 4B1, Canada",Dartmouth,Nova Scotia,4.2,19,Dental clinic,https://www.google.com/maps/search/?api=1&query=Penhorn%20Dental%20Centre&query_place_id=ChIJr2sSfPQjWksRkE14iU2HmI4
Happy Smiles Dental Hygiene,jayne@happy-smiles.ca,+1 902-444-1110,http://www.happy-smiles.ca/,www.happy-smiles.ca,"1081 Cole Harbour Rd Unit 1, Dartmouth, NS B2W 5V6, Canada",Dartmouth,Nova Scotia,4.8,25,Dental clinic,https://www.google.com/maps/search/?api=1&query=Happy%20Smiles%20Dental%20Hygiene&query_place_id=ChIJg7zFKgwkWksRBhisxbfAoh4
SouthWest Dental - Yarmouth,,+1 902-742-0191,https://www.southwestnovasmiles.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.southwestnovasmiles.com,"13 Second St, Yarmouth, NS B5A 1T5, Canada",Yarmouth,Nova Scotia,4.8,467,Dental clinic,https://www.google.com/maps/search/?api=1&query=SouthWest%20Dental%20-%20Yarmouth&query_place_id=ChIJXZxXZKoRVksRTFTPewPnv9E
Scotia Dental,,+1 902-444-8550,https://www.scotiadental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.scotiadental.com,"Duke, 5251 Duke St Tower, #602, Halifax, NS B3J 1P3, Canada",Halifax,Nova Scotia,4.8,1148,Dentist,https://www.google.com/maps/search/?api=1&query=Scotia%20Dental&query_place_id=ChIJkfTPgs0jWksRNKVEYgUZegM
Halifax Dental Group,,+1 902-482-3888,http://www.halifaxdental.ca/,www.halifaxdental.ca,"5991 Spring Garden Rd #260, Halifax, NS B3H 1Y6, Canada",Halifax,Nova Scotia,5,1059,Dentist,https://www.google.com/maps/search/?api=1&query=Halifax%20Dental%20Group&query_place_id=ChIJnzQ06i8iWksRTeycmfsQZSg
Atlantic Dental Centre,,+1 902-453-2100,https://www.atlanticdentalcentre.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.atlanticdentalcentre.ca,"7001 Mumford Rd Halifax Place, across from Starbucks, 2nd Floor, Suite, #201, Halifax, NS B3L 4R3, Canada",Halifax,Nova Scotia,4.8,788,Dentist,https://www.google.com/maps/search/?api=1&query=Atlantic%20Dental%20Centre&query_place_id=ChIJHcxd0pkhWksR5HzT1mYlXJI
Trimac Dental Centre,,+1 902-453-1234,https://www.trimacdental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.trimacdental.com,"6950 Mumford Rd #1, Halifax, NS B3L 4W1, Canada",Halifax,Nova Scotia,4.9,910,Dentist,https://www.google.com/maps/search/?api=1&query=Trimac%20Dental%20Centre&query_place_id=ChIJOWlBrZAhWksRmB_hgDjUIpQ
Park Lane Dental Specialists,info@parklanedental.ca,+1 902-422-5454,https://www.parklanedental.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,www.parklanedental.ca,"5657 Spring Garden Rd Suite 600, Halifax, NS B3J 3R4, Canada",Halifax,Nova Scotia,4.9,208,Periodontist,https://www.google.com/maps/search/?api=1&query=Park%20Lane%20Dental%20Specialists&query_place_id=ChIJd2py1DMiWksR7LRyq6i1fXg
Gladstone Dental Centre,,+1 902-707-4155,https://www.gladstonedental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.gladstonedental.ca,"6155 North St #405, Halifax, NS B3K 5R3, Canada",Halifax,Nova Scotia,4.7,575,Dentist,https://www.google.com/maps/search/?api=1&query=Gladstone%20Dental%20Centre&query_place_id=ChIJ3fKbuXghWksRBYU6MAj-5xw
Robie Street Dental Centre,,+1 902-421-7500,https://www.robiestreetdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.robiestreetdental.ca,"1584 Robie St, Halifax, NS B3H 3E6, Canada",Halifax,Nova Scotia,4.8,228,Dentist,https://www.google.com/maps/search/?api=1&query=Robie%20Street%20Dental%20Centre&query_place_id=ChIJV8cCEB0lVEARGuye_opFtc4
Parkland Dental,,+1 902-443-9999,https://www.parklandsmiles.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.parklandsmiles.ca,"998 Parkland Dr #104, Halifax, NS B3M 0A6, Canada",Halifax,Nova Scotia,4.9,510,Dentist,https://www.google.com/maps/search/?api=1&query=Parkland%20Dental&query_place_id=ChIJQzkzm5sgWksRq-AhQ1a4umQ
Anchor Dental,reception@anchordental.ca,+1 902-453-0060,http://www.anchordental.ca/,www.anchordental.ca,"6960 Mumford Rd Suite 130, Halifax, NS B3L 4P1, Canada",Halifax,Nova Scotia,5,334,Dentist,https://www.google.com/maps/search/?api=1&query=Anchor%20Dental&query_place_id=ChIJTfgKOpchWksRPGMPeNmNszg
Lakeside Dental,,+1 902-450-1569,https://www.lakesidedentalhalifax.ca/site/home,www.lakesidedentalhalifax.ca,"84 Chain Lake Dr #101, Halifax, NS B3S 1B4, Canada",Halifax,Nova Scotia,4.7,67,Dental clinic,https://www.google.com/maps/search/?api=1&query=Lakeside%20Dental&query_place_id=ChIJTR-0_ywgWksRE8KCidqdshw
Clayton Park Dental,,+1 902-457-5450,https://www.claytonparkdental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,www.claytonparkdental.com,"278 Lacewood Dr, Halifax, NS B3M 3N8, Canada",Halifax,Nova Scotia,4.7,401,Dentist,https://www.google.com/maps/search/?api=1&query=Clayton%20Park%20Dental&query_place_id=ChIJo5GH2VAgWksRFDqEvVKCEMM
Sante Dental,welcome@santedentalhalifax.ca,+1 902-423-3234,https://www.santedentalhalifax.ca/,www.santedentalhalifax.ca,"1535 Dresden Row, Halifax, NS B3J 3T1, Canada",Halifax,Nova Scotia,4.8,110,Dental clinic,https://www.google.com/maps/search/?api=1&query=Sante%20Dental&query_place_id=ChIJGe-eAS8iWksR0i5T-NuViMM
Handala Dental,info@handaladental.ca,+1 902-444-1948,http://handaladental.ca/,handaladental.ca,"5730 Young St, Halifax, NS B3K 1Z8, Canada",Halifax,Nova Scotia,4.9,226,Dentist,https://www.google.com/maps/search/?api=1&query=Handala%20Dental&query_place_id=ChIJMW5MhsYhWksRq1eup9edHAo
Lawen Dentistry - Halifax Professional Centre,info@ourdentist.ca,+1 902-424-1888,https://www.ourdentist.ca/,www.ourdentist.ca,"5991 Spring Garden Rd #275, Halifax, NS B3H 1Y6, Canada",Halifax,Nova Scotia,4.9,941,Dentist,https://www.google.com/maps/search/?api=1&query=Lawen%20Dentistry%20-%20Halifax%20Professional%20Centre&query_place_id=ChIJnzQ06i8iWksRzJdKoba8ySk
Complete Family Dentistry,,+1 902-404-3369,https://completefamilydentistry.ca/?utm_source=google-my-business&utm_medium=organic,completefamilydentistry.ca,"6417 Lady Hammond Rd, Halifax, NS B3K 2S4, Canada",Halifax,Nova Scotia,4.8,321,Dentist,https://www.google.com/maps/search/?api=1&query=Complete%20Family%20Dentistry&query_place_id=ChIJ61CM-g4hWksRBIhi2BcuwUI
halifax dental studio,info@halifaxdentalstudio.ca,+1 902-443-4111,http://www.halifaxdentalstudio.ca/,www.halifaxdentalstudio.ca,"255 Lacewood Dr, Halifax, NS B3M 4G2, Canada",Halifax,Nova Scotia,4.3,287,Dentist,https://www.google.com/maps/search/?api=1&query=halifax%20dental%20studio&query_place_id=ChIJk9gqCVcgWksRLIZVbhX4BJY
Lacewood Square Dentistry,info@lacewoodsquaredentistry.com,+1 902-443-3228,https://lacewoodsquaredentistry.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=Websitelink,lacewoodsquaredentistry.com,"362 Lacewood Dr #10, Halifax, NS B3S 1M7, Canada",Halifax,Nova Scotia,4.7,216,Dentist,https://www.google.com/maps/search/?api=1&query=Lacewood%20Square%20Dentistry&query_place_id=ChIJTwYHiEQgWksR4G0BaitD6N4
Mumford Family Dental Centre,,+1 902-455-1499,https://mumfordfamilydental.ca/,mumfordfamilydental.ca,"6960 Mumford Rd Unit 2135, Halifax, NS B3L 4P1, Canada",Halifax,Nova Scotia,4.4,31,Dentist,https://www.google.com/maps/search/?api=1&query=Mumford%20Family%20Dental%20Centre&query_place_id=ChIJ7UBlK5chWksRH7TdiZvnW1U
Davidson Dental,,+1 902-423-6898,https://www.drmendodavidson.com/,www.drmendodavidson.com,"1764 Oxford St, Halifax, NS B3H 3Z6, Canada",Halifax,Nova Scotia,4.8,76,Dental clinic,https://www.google.com/maps/search/?api=1&query=Davidson%20Dental&query_place_id=ChIJ0_cs_yciWksRXAAZI2Jhm48
Dentistry on the Commons,dentistryonthecommons@gmail.com,+1 902-492-3838,https://www.halifaxdentistry.ca/,www.halifaxdentistry.ca,"2141 Windsor St, Halifax, NS B3K 5B5, Canada",Halifax,Nova Scotia,4.8,45,Dentist,https://www.google.com/maps/search/?api=1&query=Dentistry%20on%20the%20Commons&query_place_id=ChIJsfvhQoAhWksR1wroCs6F2kQ
Herring Cove Community Dentistry,info@herringcovedental.ca,+1 902-477-9457,https://www.herringcovedental.ca/,www.herringcovedental.ca,"303 Herring Cove Rd, Halifax, NS B3P 1M3, Canada",Halifax,Nova Scotia,4.9,976,Dentist,https://www.google.com/maps/search/?api=1&query=Herring%20Cove%20Community%20Dentistry&query_place_id=ChIJua9SCKkYWksRl49qwwps3pk
Park West Dental Office,parkwestdentalhalifax@gmail.com,+1 902-457-7787,http://www.parkwestdental.ca/,www.parkwestdental.ca,"287 Lacewood Dr Unit 300, Halifax, NS B3M 3Y7, Canada",Halifax,Nova Scotia,4.7,194,Dentist,https://www.google.com/maps/search/?api=1&query=Park%20West%20Dental%20Office&query_place_id=ChIJjShxUFcgWksRcymv53vg-f4
Lake Loon Family Dentistry,info@lakeloonfamilydentistry.com,+1 902-462-2000,https://lakeloonfamilydentistry.com/new-patients-welcome-dartmouth-dentist/contact-us/,lakeloonfamilydentistry.com,"783 Main St, Dartmouth, NS B2W 3T9, Canada",Dartmouth,Nova Scotia,4.8,22,Dental clinic,https://www.google.com/maps/search/?api=1&query=Lake%20Loon%20Family%20Dentistry&query_place_id=ChIJow0PDVEkWksRycv9abOwiLM
Bishop's Landing Dental Centre,reception@bishopslandingdental.com,+1 902-423-4193,http://www.bishopslandingdental.com/,www.bishopslandingdental.com,"1477 Lower Water St Unit 170, Halifax, NS B3J 3Z4, Canada",Halifax,Nova Scotia,4.5,42,Dentist,https://www.google.com/maps/search/?api=1&query=Bishop's%20Landing%20Dental%20Centre&query_place_id=ChIJWRuCFzUiWksRAw8ojsW4C7A
Interlude Spa Halifax,halifax@interlude.com,+1 902-469-2700,https://interlude.com/,interlude.com,"Queen's Marque, 1715 Lower Water St Suite 150, Halifax, NS B3J 0J4, Canada",Halifax,Nova Scotia,4.6,242,Day spa,https://www.google.com/maps/search/?api=1&query=Interlude%20Spa%20Halifax&query_place_id=ChIJIV7m_M0jWksRjPJGx9sZoZQ
Body Works Med Spa & Wellness,info@bodyworksmedspa.ca,+1 902-405-0858,http://www.bodyworksmedspa.ca/,www.bodyworksmedspa.ca,"1535 Dresden Row #206, Halifax, NS B3J 3T1, Canada",Halifax,Nova Scotia,4.6,45,Medical spa,https://www.google.com/maps/search/?api=1&query=Body%20Works%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJ4TMNaowjWksRqRPfVzWUf6E
Monarchy Medispa Halifax,,+1 902-457-0525,http://www.monarchymedispa.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8436376266126156181,www.monarchymedispa.com,"480 Parkland Dr, Halifax, NS B3S 1P9, Canada",Halifax,Nova Scotia,5,179,Medical spa,https://www.google.com/maps/search/?api=1&query=Monarchy%20Medispa%20Halifax&query_place_id=ChIJS_YoxhYhWksR0cKQFY15qT0
Spirit Spa,info@spiritspa.ca,+1 902-431-8100,http://spiritspa.ca/,spiritspa.ca,"5150 Salter St #200, Halifax, NS B3J 1V4, Canada",Halifax,Nova Scotia,4.7,333,Spa,https://www.google.com/maps/search/?api=1&query=Spirit%20Spa&query_place_id=ChIJu7-psTQiWksR_MdCes1KsWg
Vitality Medi Spa - Downtown,,+1 902-422-4475,https://vitalitymedispa.ca/,vitalitymedispa.ca,"5424 Doyle St, Halifax, NS B3J 0G3, Canada",Halifax,Nova Scotia,4.7,591,Medical spa,https://www.google.com/maps/search/?api=1&query=Vitality%20Medi%20Spa%20-%20Downtown&query_place_id=ChIJBdXr2TMiWksRpJJez6-JDb8
The Wine Spa,experience@thewinespa.ca,+1 902-414-7887,http://thewinespa.ca/,thewinespa.ca,"1447 Hollis St, Halifax, NS B3J 1V1, Canada",Halifax,Nova Scotia,4.8,113,Spa,https://www.google.com/maps/search/?api=1&query=The%20Wine%20Spa&query_place_id=ChIJ0X_-4zQiWksRsYgFg1UqFBo
The Highlander Med Spa & Salon,info.thehighlanderspa@gmail.com,+1 902-429-3022,http://www.thehighlanderspa.com/,www.thehighlanderspa.com,"1597 South Park St, Halifax, NS B3J 0J1, Canada",Halifax,Nova Scotia,4.8,576,Medical spa,https://www.google.com/maps/search/?api=1&query=The%20Highlander%20Med%20Spa%20%26%20Salon&query_place_id=ChIJda8Z-zIjWksRbbVmbCcEyTk
Gentle Touch Spa & Laser Centre,,+1 902-429-6611,http://www.gentletouchonline.com/,www.gentletouchonline.com,"Park Lane Mall, 5657 Spring Garden Rd, Halifax, NS B3J 1G9, Canada",Halifax,Nova Scotia,4.8,203,Spa,https://www.google.com/maps/search/?api=1&query=Gentle%20Touch%20Spa%20%26%20Laser%20Centre&query_place_id=ChIJibiH0zMiWksR7RQhgpSdBoY
NuYou MedSpa + Laser Clinic,info@nuyoumedspa.ca,+1 902-422-7327,https://www.nuyoumedispa.ca/,www.nuyoumedispa.ca,"28 Esquire Ln, Bedford, NS B4A 0K1, Canada",Bedford,Nova Scotia,4.9,129,Medical spa,https://www.google.com/maps/search/?api=1&query=NuYou%20MedSpa%20%2B%20Laser%20Clinic&query_place_id=ChIJDQMIcJqLWUsRIWZmOT-r3-4
RIIHO medispa,info@riihomedispa.ca,+1 902-237-8520,http://www.riihomedispa.ca/,www.riihomedispa.ca,"5640 Spring Garden Rd Suite 400, Halifax, NS B3J 3M7, Canada",Halifax,Nova Scotia,4.6,31,Medical spa,https://www.google.com/maps/search/?api=1&query=RIIHO%20medispa&query_place_id=ChIJ8yZhVl8hWksRpocJn7p0FxU
