company_name,email,phone,website,domain,address,city,province,rating,reviews,category,google_maps_url
Sisters Medical Aesthetics and Vein Clinic,,+1 902-717-5293,,,"1306 Bedford Hwy, Bedford, NS B4A 1C8, Canada",Bedford,Nova Scotia,0,0,Medical clinic,https://www.google.com/maps/search/?api=1&query=Sisters%20Medical%20Aesthetics%20and%20Vein%20Clinic&query_place_id=ChIJ7dCjMeqJWUsR1rY8jo10RtM
Cresthaven Laser Inc,,+1 902-440-4478,http://www.cresthavenlaser.ca/,www.cresthavenlaser.ca,"8 Eagle Ln, Bedford, NS B4A 2J5, Canada",Bedford,Nova Scotia,5,3,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Cresthaven%20Laser%20Inc&query_place_id=ChIJ04juIZYgWksRtyduI-MRky4
Christian Hackshaw MD,,+1 902-445-5155,http://halifaxcosmeticclinic.com/,halifaxcosmeticclinic.com,"EMBRACE SPA, 827 Bedford Hwy, Bedford, NS B4A 0J1, Canada",Bedford,Nova Scotia,4.5,2,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Christian%20Hackshaw%20MD&query_place_id=ChIJq6r6ZviJWUsR8nFIVatkzNM
Advanced Rejuvenation Medi-Spa,,+1 902-832-8688,,,"1306 Bedford Hwy, Bedford, NS B4A 1C5, Canada",Bedford,Nova Scotia,0,0,Beauty salon,https://www.google.com/maps/search/?api=1&query=Advanced%20Rejuvenation%20Medi-Spa&query_place_id=ChIJ7dCjMeqJWUsRWbMQgrwUhV8
Gina's Aesthetics and Spa,ginaaestheticsandspa@gmail.com,+1 438-402-9297,https://menu.ac/ginaspa/sackville,menu.ac,"27 Sami Dr, Lower Sackville, NS B4C 3S4, Canada",Lower Sackville,Nova Scotia,5,2,Health spa,https://www.google.com/maps/search/?api=1&query=Gina's%20Aesthetics%20and%20Spa&query_place_id=ChIJUdGcbLqJWUsRgQ3vx3Hm2T0
THE LASER BAR,info@vivolaser.ca,+1 902-932-9280,https://www.skinlaser.ca/,www.skinlaser.ca,"660 Bedford Hwy, Halifax, NS B3M 0M5, Canada",Halifax,Nova Scotia,0,0,Medical spa,https://www.google.com/maps/search/?api=1&query=THE%20LASER%20BAR&query_place_id=ChIJx2n1IIEhWksRnmrHvA2W3As
The Face Boutique Bedford NS,,+1 902-483-2305,,,"101 Colins Rd, Bedford, NS B4B 1S8, Canada",Bedford,Nova Scotia,0,0,Spa,https://www.google.com/maps/search/?api=1&query=The%20Face%20Boutique%20Bedford%20NS&query_place_id=ChIJD7zKJreLWUsRyQcWq3Ig4oo
Bliss Indian Head and Scalp Massage,,+1 902-977-0275,,,"1368 Bedford Hwy, Bedford, NS B4A 1E2, Canada",Bedford,Nova Scotia,0,0,Massage spa,https://www.google.com/maps/search/?api=1&query=Bliss%20Indian%20Head%20and%20Scalp%20Massage&query_place_id=ChIJrxlw1YtRWUsRlAaoH1rt2bc
Olena Esthetics,,+1 902-292-4712,,,"660 Bedford Hwy, Halifax, NS B3M 0M5, Canada",Halifax,Nova Scotia,4,4,Nail salon,https://www.google.com/maps/search/?api=1&query=Olena%20Esthetics&query_place_id=ChIJJdTCUKghWksRdu7iL7r9nLI
The Robyn's Nest,,+1 902-225-0059,http://therobynsnest.ca/,therobynsnest.ca,"48 North St, Bedford, NS B4A 2N4, Canada",Bedford,Nova Scotia,5,4,Acupuncture clinic,https://www.google.com/maps/search/?api=1&query=The%20Robyn's%20Nest&query_place_id=ChIJAQBk2PQjWksR3SUDcnLgf-g
Balance By Stones,,+1 705-768-2445,,,"Suite 108, 361 Larry Uteck Blvd, Halifax, NS B3M 4Y2, Canada",Halifax,Nova Scotia,0,0,Massage spa,https://www.google.com/maps/search/?api=1&query=Balance%20By%20Stones&query_place_id=ChIJH7qOKKYgWksRthJP6bAJ8JY
Waterlily Wellness Centre,waterlilywellnesscentre@hotmail.com,,https://waterlilywellnesscentre.ca/,waterlilywellnesscentre.ca,"2 Bluewater Rd Suite 175, Bedford, NS B4B 1G7, Canada",Bedford,Nova Scotia,5,2,Wellness center,https://www.google.com/maps/search/?api=1&query=Waterlily%20Wellness%20Centre&query_place_id=ChIJET_xVVyJWUsRnQQcDixnoXk
Soothe Your Sole Hand & Foot Spa,,+1 902-401-3835,,,"3 Pinehill Dr, Lower Sackville, NS B4C 1N4, Canada",Lower Sackville,Nova Scotia,0,0,Spa,https://www.google.com/maps/search/?api=1&query=Soothe%20Your%20Sole%20Hand%20%26%20Foot%20Spa&query_place_id=ChIJj4jwPvGIWUsRNd2RtPOyWps
unplugged relaxation retreat,,+1 902-865-7491,http://www.unpluggedrelaxation.ca/,www.unpluggedrelaxation.ca,"546 Sackville Dr, Lower Sackville, NS B4C 2S2, Canada",Lower Sackville,Nova Scotia,5,1,Spa,https://www.google.com/maps/search/?api=1&query=unplugged%20relaxation%20retreat&query_place_id=ChIJcdevxXCJWUsRFOusWpMZPq0
Shelleys Hair Studio & Japanese Head Spa,,+1 902-441-3208,,,"28 Esquire Ln, Bedford, NS B4A 0K1, Canada",Bedford,Nova Scotia,5,3,Hair salon,https://www.google.com/maps/search/?api=1&query=Shelleys%20Hair%20Studio%20%26%20Japanese%20Head%20Spa&query_place_id=ChIJ4XIuZGaJWUsRzgJZFxg44m4
Nightingale Spa,,+1 902-237-8642,,,"172 Torrington Dr, Halifax, NS B3M 1Y2, Canada",Halifax,Nova Scotia,5,1,Beauty salon,https://www.google.com/maps/search/?api=1&query=Nightingale%20Spa&query_place_id=ChIJQ7X2hO0gWksRb1zBjivvGCc
Al-Kabisy Salon & Spa,,+1 902-835-7461,,,"807 Bedford Hwy, Bedford, NS B4A 0K1, Canada",Bedford,Nova Scotia,5,1,Beauty salon,https://www.google.com/maps/search/?api=1&query=Al-Kabisy%20Salon%20%26%20Spa&query_place_id=ChIJ7ZHuZPiJWUsRRU85oKGHW4g
Nurse Injector Leah Nikita,,+1 438-873-5324,http://nurseinjectorleah.janeapp.com/,nurseinjectorleah.janeapp.com,,,Nova Scotia,0,0,Medical spa,https://www.google.com/maps/search/?api=1&query=Nurse%20Injector%20Leah%20Nikita&query_place_id=ChIJk498XNzAAiYRgrXlplrHK4Q
Char Care Aesthetics,,+1 403-497-6292,http://www.charcareaesthetics.com/,www.charcareaesthetics.com,"44 Woodhaven Close, Dartmouth, NS B2W 6P9, Canada",Dartmouth,Nova Scotia,5,4,Day spa,https://www.google.com/maps/search/?api=1&query=Char%20Care%20Aesthetics&query_place_id=ChIJAfsCn2GovgoRsz9PSUiVHGU
Helson Chiropractic Health Centre,,+1 902-434-8816,http://www.sportschiropractic.ca/,www.sportschiropractic.ca,"8 Portland Hills Dr, Dartmouth, NS B2W 6A1, Canada",Dartmouth,Nova Scotia,5,4,Chiropractor,https://www.google.com/maps/search/?api=1&query=Helson%20Chiropractic%20Health%20Centre&query_place_id=ChIJv4f1O4IjWksREObifLM5FMk
Dr. Emily Wiggin,,+1 902-464-2225,http://dremilywiggin.com/,dremilywiggin.com,"155 Ochterloney St 2nd floor, Dartmouth, NS B2Y 1C9, Canada",Dartmouth,Nova Scotia,5,1,Chiropractor,https://www.google.com/maps/search/?api=1&query=Dr.%20Emily%20Wiggin&query_place_id=ChIJVVWFk-MjWksR64I4Gsfjc6Y
"Dr. Geoffrey Hebb, DC",,,,,"201 Brownlow Ave, Dartmouth, NS B3B 1T5, Canada",Dartmouth,Nova Scotia,5,1,Chiropractor,https://www.google.com/maps/search/?api=1&query=Dr.%20Geoffrey%20Hebb%2C%20DC&query_place_id=ChIJj6JSE6QnWksRxuEUWi8OzlQ
Mike Cochran DC,,+1 902-464-2225,,,"164 Ochterloney St, Dartmouth, NS B2Y 1E1, Canada",Dartmouth,Nova Scotia,0,0,Chiropractor,https://www.google.com/maps/search/?api=1&query=Mike%20Cochran%20DC&query_place_id=ChIJ_2hrheMjWksRxIV4LbODGqs
Dr Benjamin Yuen,,+1 902-835-6699,,,"165 Hammonds Plains Rd, Bedford, NS B4A 4C7, Canada",Bedford,Nova Scotia,4.8,4,Chiropractor,https://www.google.com/maps/search/?api=1&query=Dr%20Benjamin%20Yuen&query_place_id=ChIJIzJtRMOJWUsR1y__YwLay0I
"Dr. Kristin Ling, DC",vcathletictherapy@gmail.com,+1 902-835-5755,https://vcathletictherapy.janeapp.com/#/staff_member/30,vcathletictherapy.janeapp.com,"1239 Bedford Hwy, Bedford, NS B4A 1C5, Canada",Bedford,Nova Scotia,5,2,Chiropractor,https://www.google.com/maps/search/?api=1&query=Dr.%20Kristin%20Ling%2C%20DC&query_place_id=ChIJfQhSqcWJWUsRAc0HAWYce2g
Dr. Justine Landry,,+1 902-835-9319,,,"486 Starboard Dr, Bedford, NS B3M 0N6, Canada",Bedford,Nova Scotia,5,2,Chiropractor,https://www.google.com/maps/search/?api=1&query=Dr.%20Justine%20Landry&query_place_id=ChIJxXr61nqLWUsRsbbkardqSaI
Bedford Physiotherapy,,+1 902-431-0801,,,"26 Peakview Way, Bedford, NS B3M 0G1, Canada",Bedford,Nova Scotia,0,0,,https://www.google.com/maps/search/?api=1&query=Bedford%20Physiotherapy&query_place_id=ChIJ__-vlxGKWUsR8y5R2EiCySY
Dr. Toby Mandelman,,+1 902-835-2020,http://bedfordeyecarecentre.ca/,bedfordeyecarecentre.ca,"36 Duke St #1, Bedford, NS B4A 2Z5, Canada",Bedford,Nova Scotia,5,1,Optometrist,https://www.google.com/maps/search/?api=1&query=Dr.%20Toby%20Mandelman&query_place_id=ChIJOdtGK3s3VEARkIZSiI-FxQo
Julie Maillet,,+1 902-835-2100,http://eyesonoptometrygroup.com/,eyesonoptometrygroup.com,"168-1595 Bedford Hwy, Bedford, NS B4A 3Y4, Canada",Bedford,Nova Scotia,0,0,Optometrist,https://www.google.com/maps/search/?api=1&query=Julie%20Maillet&query_place_id=ChIJe44eQ-qJWUsRJ16nOW36Qpw
Eye Exam Clinic,,+1 902-463-3937,,,"114 Woodlawn Rd, Dartmouth, NS B2W 2S7, Canada",Dartmouth,Nova Scotia,4,1,Doctor,https://www.google.com/maps/search/?api=1&query=Eye%20Exam%20Clinic&query_place_id=ChIJYxOGSoojWksRLwDI8nHBE2g
Miriam Debly,,+1 902-443-2020,,,"650 Portland St, Dartmouth, NS B2W 6A3, Canada",Dartmouth,Nova Scotia,5,1,Optometrist,https://www.google.com/maps/search/?api=1&query=Miriam%20Debly&query_place_id=ChIJF9SAMIYjWksRHhEiRfpS6FU
N S College of Optometrists,info@nsco.ca,+1 902-434-8810,https://nsco.ca/,nsco.ca,"5657 Spring Garden Rd #502, Halifax, NS B3J 1G9, Canada",Halifax,Nova Scotia,5,1,Optometrist,https://www.google.com/maps/search/?api=1&query=N%20S%20College%20of%20Optometrists&query_place_id=ChIJiZGZUCoiWksRS6I1tBhBRAA
Eye Doc Optometry,,+1 902-442-4400,http://eyedoctoroptometry.ca/,eyedoctoroptometry.ca,"1550 Brunswick St, Halifax, NS B3J 2G1, Canada",Halifax,Nova Scotia,0,0,Eye care center,https://www.google.com/maps/search/?api=1&query=Eye%20Doc%20Optometry&query_place_id=ChIJKT2WDTMiWksRfyaj57TA6rQ
Dr. Rishi Gupta,,+1 902-473-3412,https://rishiguptamd.com/,rishiguptamd.com,"29 Rue Ducharme, Gatineau, QC J8Y 3P7, Canada",Gatineau,Nova Scotia,0,0,Doctor,https://www.google.com/maps/search/?api=1&query=Dr.%20Rishi%20Gupta&query_place_id=ChIJlfsZdpsEzkwR7SshT77eBMk
Dr. Paul Rafuse,prafuse@dal.ca,+1 902-453-3937 ext. 23,https://medicine.dal.ca/departments/department-sites/ophthalmology/our-people/faculty/paul-rafuse.html,medicine.dal.ca,"7105 Chebucto Rd, Halifax, NS B3L 4W8 Chebucto Rd, Halifax, NS B3L 4W8, Canada",Halifax,Nova Scotia,5,1,Ophthalmologist,https://www.google.com/maps/search/?api=1&query=Dr.%20Paul%20Rafuse&query_place_id=ChIJG_FKbJEhWksRBtknIDPYfz4
Nova Scotia Eye Care Professionals,,+1 902-425-2445,,,"5657 Spring Garden Rd #502, Halifax, NS B3J 3R4, Canada",Halifax,Nova Scotia,0,0,Eye care center,https://www.google.com/maps/search/?api=1&query=Nova%20Scotia%20Eye%20Care%20Professionals&query_place_id=ChIJG-OzMjIiWksRhvREnIefv60
"Sherry L. Audycki, OD",,(774) 202-6888,https://www.optomeyeshealth.com/,www.optomeyeshealth.com,"535 Faunce Corner Rd, Dartmouth, MA 02747",Dartmouth,Nova Scotia,5,1,Optometrist,https://www.google.com/maps/search/?api=1&query=Sherry%20L.%20Audycki%2C%20OD&query_place_id=ChIJX8v68_Pj5IkRaTh3Ydxw3pM
Greater New Bedford Surgicenter,,(508) 997-1271,https://www.eyehealthvision.com/new-bedford-surgicenter.htm,www.eyehealthvision.com,"51 State Rd, North Dartmouth, MA 02747",North Dartmouth,Nova Scotia,5,1,Surgical center,https://www.google.com/maps/search/?api=1&query=Greater%20New%20Bedford%20Surgicenter&query_place_id=ChIJi-uUXHDj5IkRPnPonRHxJsM
Dartmouth College Student Wellness Center,,(603) 646-9414,http://www.dartmouth.edu/~healthed/,www.dartmouth.edu,"25 N Main St Suite 179, Hanover, NH 03755",Hanover,Nova Scotia,0,0,Wellness center,https://www.google.com/maps/search/?api=1&query=Dartmouth%20College%20Student%20Wellness%20Center&query_place_id=ChIJQbOlpsLJtEwRhZfGhQTuKF4
The Wellness Co.,privacypolicyupdates@automattic.com,+1 902-452-4551,http://www.wellnesscocanada.ca/,www.wellnesscocanada.ca,"1535 Dresden Row #111, Halifax, NS B3J 3T1, Canada",Halifax,Nova Scotia,5,2,Wellness center,https://www.google.com/maps/search/?api=1&query=The%20Wellness%20Co.&query_place_id=ChIJSfr6IZAjWksROqhpwndNpIg
The Halifax Health & Wellness Show,halifaxhealthwellnessshow@gmail.com,+1 902-240-0047,https://www.thehalifaxhealthandwellnessshow.ca/,www.thehalifaxhealthandwellnessshow.ca,,,Nova Scotia,5,4,Event management company,https://www.google.com/maps/search/?api=1&query=The%20Halifax%20Health%20%26%20Wellness%20Show&query_place_id=ChIJo4mGXLZ3vW8RSIN94YkPGDg
Ateva Wellness,,+1 902-492-2229,,,"5991 Spring Garden Rd suite 580, Halifax, NS B3H 1Y6, Canada",Halifax,Nova Scotia,0,0,Wellness center,https://www.google.com/maps/search/?api=1&query=Ateva%20Wellness&query_place_id=ChIJZfXZtb4jWksRUiVqtVDwjkg
Luminary Wellness,,+1 902-489-0123,http://luminarywellness.ca/,luminarywellness.ca,"Portland Hills Dr, Dartmouth, NS B2W 6L7, Canada",Dartmouth,Nova Scotia,4,1,Hypnotherapy service,https://www.google.com/maps/search/?api=1&query=Luminary%20Wellness&query_place_id=ChIJMTq7VH8jWksRxmbSF1TsPmg
Southdale Wellness,,+1 902-718-7540,http://www.sunriseyoga.ca/,www.sunriseyoga.ca,"12 Rodney Rd, Dartmouth, NS B2Y 3V4, Canada",Dartmouth,Nova Scotia,5,1,Tai chi school,https://www.google.com/maps/search/?api=1&query=Southdale%20Wellness&query_place_id=ChIJLQqFXAkkWksRvfvfsbuMlm8
Dartmouth OsteoHealth,,+1 902-435-3230,http://www.dartmouthosteohealth.ca/,www.dartmouthosteohealth.ca,"115 Portland St, Dartmouth, NS B2Y 1H7, Canada",Dartmouth,Nova Scotia,5,1,Community health center,https://www.google.com/maps/search/?api=1&query=Dartmouth%20OsteoHealth&query_place_id=ChIJS3R4mOokWksRbZgw7r_-KDE
"Intrinsic Therapy | Dartmouth, Nova Scotia",,+1 902-464-2225,,,"155 Ochterloney St 2nd floor, Dartmouth, NS B2Y 1C9, Canada",Dartmouth,Nova Scotia,5,4,Massage spa,https://www.google.com/maps/search/?api=1&query=Intrinsic%20Therapy%20%7C%20Dartmouth%2C%20Nova%20Scotia&query_place_id=ChIJvQDFH4AkWksRGnBWBCgHUcc
MD Fitness and Wellness,,+1 902-809-1593,,,"31 Queen St, Dartmouth, NS B2Y 0G5, Canada",Dartmouth,Nova Scotia,0,0,Wellness center,https://www.google.com/maps/search/?api=1&query=MD%20Fitness%20and%20Wellness&query_place_id=ChIJ46b8y-AjWksRxbVH10pX6Ak
EKKO WELLNESS,,+1 902-412-5566,http://ekkowellness.ca/,ekkowellness.ca,"12 Wentworth St, Dartmouth, NS B2Y 1H8, Canada",Dartmouth,Nova Scotia,0,0,Wellness center,https://www.google.com/maps/search/?api=1&query=EKKO%20WELLNESS&query_place_id=ChIJZ_awIecjWksRo8r5rI8exv8
MW Wellness Collective,,+1 902-482-8020,http://mwwellness.ca/,mwwellness.ca,"202 Brownlow Ave Suite 425, Dartmouth, NS B3B 0M4, Canada",Dartmouth,Nova Scotia,0,0,Psychotherapist,https://www.google.com/maps/search/?api=1&query=MW%20Wellness%20Collective&query_place_id=ChIJ942TznolWksRoCrxnAEZMuw
Dartmouth Community Mental Health and Addictions Clinic,,+1 902-466-1830,https://mha.nshealth.ca/en/clinics/dartmouth-community-mental-health-and-addictions,mha.nshealth.ca,"60 Highfield Park Dr Suite 107, Dartmouth, NS B3A 4R9, Canada",Dartmouth,Nova Scotia,5,3,Mental health service,https://www.google.com/maps/search/?api=1&query=Dartmouth%20Community%20Mental%20Health%20and%20Addictions%20Clinic&query_place_id=ChIJNx4Cb1shWksRoDQp9E_Ajls
Breathe Mindfulness Centre,,+1 902-499-0089,http://www.breathemindfulness.ca/,www.breathemindfulness.ca,"45 Alderney Dr #1050, Dartmouth, NS B2Y 2N5, Canada",Dartmouth,Nova Scotia,5,2,Wellness center,https://www.google.com/maps/search/?api=1&query=Breathe%20Mindfulness%20Centre&query_place_id=ChIJHbIHROcjWksRn4SG5RfgCV0
Reconnect with your body,,,,,"26 Athorpe Dr, Dartmouth, NS B2W 1K8, Canada",Dartmouth,Nova Scotia,0,0,Wellness center,https://www.google.com/maps/search/?api=1&query=Reconnect%20with%20your%20body&query_place_id=ChIJyZbwIvUjWksRebffdZJ5KdQ
Dartmouth Naturopathic Health Centre,,+1 902-469-0622,http://www.dartmouthnaturopathic.ca/,www.dartmouthnaturopathic.ca,"228 Pleasant St, Dartmouth, NS B2Y 3R7, Canada",Dartmouth,Nova Scotia,0,0,Health consultant,https://www.google.com/maps/search/?api=1&query=Dartmouth%20Naturopathic%20Health%20Centre&query_place_id=ChIJmd6cib8jWksRnnudEiPZVfg
Dartmouth South Professional Centre,,+1 902-431-4446,https://atlanticadhd.com/,atlanticadhd.com,"245 Pleasant St, Dartmouth, NS B2Y 3R9, Canada",Dartmouth,Nova Scotia,2.6,98,Mental health clinic,https://www.google.com/maps/search/?api=1&query=Dartmouth%20South%20Professional%20Centre&query_place_id=ChIJH8Yhn78jWksRVclvqxYizp0
Balance Flow Wellness,hi@typemade.mx,,https://balanceflowwellness.info/,balanceflowwellness.info,"26 Peakview Way, Bedford, NS B4A 4H6, Canada",Bedford,Nova Scotia,5,2,Wellness center,https://www.google.com/maps/search/?api=1&query=Balance%20Flow%20Wellness&query_place_id=ChIJhZIBDO2LWUsRkKmtIWHvGjI
OPTIMIZE Wellness,,+1 902-445-2006,http://optimizewellness.ca/,optimizewellness.ca,"27 Peakview Way suite 202, Bedford, NS B4A 4H6, Canada",Bedford,Nova Scotia,5,2,Wellness center,https://www.google.com/maps/search/?api=1&query=OPTIMIZE%20Wellness&query_place_id=ChIJQUkuLRKKWUsRQrYkuqppFwY
ParaMed Home Health Care,,+1 416-255-2098,http://paramed.com/,paramed.com,"2445 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",Etobicoke,Nova Scotia,2.5,12,Community health center,https://www.google.com/maps/search/?api=1&query=ParaMed%20Home%20Health%20Care&query_place_id=ChIJRQVg4mQ3K4gRjLn09Gm_XY0
Casselman Medical Centre,micah@micahrich.com,+1 613-764-5440,https://cassmed.ca/,cassmed.ca,"629 Principale St, Casselman, ON K0A 1M0, Canada",Casselman,Nova Scotia,2.8,64,Medical clinic,https://www.google.com/maps/search/?api=1&query=Casselman%20Medical%20Centre&query_place_id=ChIJQ-In_1SHzkwRNWOxD7hobco
ParaMed,media@extendicare.com,+1 705-495-4391,https://www.paramed.com/north-bay/,www.paramed.com,"222 McIntyre St W #300, North Bay, ON P1B 2Y8, Canada",North Bay,Nova Scotia,1,3,Home health care service,https://www.google.com/maps/search/?api=1&query=ParaMed&query_place_id=ChIJZ1Lbe5yqKU0RzHKpmLQT_3U
NOVAKET INFUSION CLINIC,,,http://novaket.ca/,novaket.ca,"6088 Quinpool Rd, Halifax, NS B3L 1A1, Canada",Halifax,Nova Scotia,5,1,Medical clinic,https://www.google.com/maps/search/?api=1&query=NOVAKET%20INFUSION%20CLINIC&query_place_id=ChIJD4qyIioiWksRTVFr5sXfUGA
Bayshore Infusion Clinic,clientservice@bayshore.ca,(877) 235-7798,https://www.bayshore.ca/locations/bayshore-infusion-clinic-halifax-ns/,www.bayshore.ca,"7071 Bayers Rd Suite 237, Halifax, NS B3L 2C1, Canada",Halifax,Nova Scotia,0,0,Medical clinic,https://www.google.com/maps/search/?api=1&query=Bayshore%20Infusion%20Clinic&query_place_id=ChIJXdsb0KYhWksRMH43UWtxFso
INVIVA,info@inviva.ca,,https://www.inviva.ca/find-a-clinic/-/clinic/nova-scotia/halifax/inviva-halifax-8211166,www.inviva.ca,"6960 Mumford Rd Suite 2030B, Halifax, NS B3L 4P1, Canada",Halifax,Nova Scotia,0,0,Medical clinic,https://www.google.com/maps/search/?api=1&query=INVIVA&query_place_id=ChIJudJg0-IhWksRPyGWMhrx1ss
TRUE NORTH,,+1 902-431-4433,http://truenorthcr.com/,truenorthcr.com,"362 Lacewood Dr, Halifax, NS B3S 1M7, Canada",Halifax,Nova Scotia,5,2,Medical clinic,https://www.google.com/maps/search/?api=1&query=TRUE%20NORTH&query_place_id=ChIJzf0Ny8shWksRkDLmqfMuSI4
Valley Naturopathic,vnc.office@eastlink.ca,+1 902-538-8733,https://www.valleynaturopathic.net/,www.valleynaturopathic.net,"139 Union St, Berwick, NS B0P 0B0, Canada",Berwick,Nova Scotia,5,1,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Valley%20Naturopathic&query_place_id=ChIJ3_tnTExDWEsRkCuyQb2lWX4
Cornerstone Naturopathic,,+1 902-820-3443,http://www.cornerstonenaturopathic.ca/,www.cornerstonenaturopathic.ca,"453 Brooklyn Rd, Yarmouth, NS B5A 5H5, Canada",Yarmouth,Nova Scotia,5,2,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Cornerstone%20Naturopathic&query_place_id=ChIJNXo_8dIRVksRBP1XeMHOZdc
"Dr. Adrienne Wood, ND",,+1 902-799-0796,http://drwoodnd.com/,drwoodnd.com,"431 Wilson St, Windsor, NS B0N 2T0, Canada",Windsor,Nova Scotia,5,3,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Adrienne%20Wood%2C%20ND&query_place_id=ChIJd50r06eoWUsRVrH6zeWBV3Y
Wolfville Naturopathic Clinic Inc,info@wolfvillehealth.com,+1 902-542-5560,https://www.wolfvillehealth.com/,www.wolfvillehealth.com,"189 Dykeland St, Wolfville, NS B4P 1A3, Canada",Wolfville,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Wolfville%20Naturopathic%20Clinic%20Inc&query_place_id=ChIJea7zj6NVWEsROtEHRl5wOSc
